Date,AAPL,ABT,ACN,AEP,AMGN,APTV,ASML,ATO,AZO,BA,BKNG,BWA,CAT,CLX,CMI,COP,COST,CSCO,CSX,CVS,CVX,D,DIS,DPZ,DUK,EBAY,EOG,EW,GD,GILD,GM,HCA,HES,HII,HON,INTC,IPG,JNJ,LLY,MMM,MSFT,NFLX,NVDA,NVO,PEP,PFE,T,UNH,VZ,XOM
2018-10-29 00:00:00-04:00,50.95635223388672,62.847991943359375,144.07855224609375,63.66164779663086,164.50257873535156,75.22570037841797,156.12356567382812,84.97664642333984,747.0499877929688,324.59283447265625,1788.030029296875,36.63951110839844,102.48592376708984,133.0596923828125,116.2132339477539,58.07316589355469,208.95034790039062,38.51820373535156,20.683597564697266,62.6177978515625,89.18946838378906,60.17938232421875,110.81562805175781,246.27865600585938,69.45703125,25.140838623046875,85.33555603027344,46.40666580200195,150.3123779296875,59.67226791381836,30.871471405029297,124.03755950927734,52.186317443847656,189.72360229492188,128.72874450683594,39.781524658203125,19.141151428222656,122.1227798461914,99.23712158203125,157.93521118164062,98.81462860107422,284.8399963378906,46.01111602783203,39.88017272949219,99.34569549560547,34.82313537597656,15.768311500549316,240.00973510742188,46.35841369628906,60.612892150878906
2018-10-30 00:00:00-04:00,51.21084976196289,63.49227523803711,145.85191345214844,63.87659454345703,165.28053283691406,73.20243835449219,161.25538635253906,85.25543975830078,747.4000244140625,338.4435729980469,1836.0,36.02824020385742,105.61499786376953,136.65443420410156,118.88458251953125,59.944252014160156,214.11727905273438,39.168373107910156,21.665983200073242,64.26002502441406,90.76153564453125,60.71284484863281,112.50178527832031,255.63084411621094,69.76494598388672,25.703277587890625,88.23751068115234,47.52000045776367,154.6766815185547,60.63174057006836,31.25351905822754,130.00868225097656,53.04122543334961,194.78982543945312,130.4626922607422,41.84944534301758,19.507965087890625,124.96389770507812,100.10567474365234,161.3525390625,98.70045471191406,285.80999755859375,50.31923294067383,39.83338165283203,100.12012481689453,34.54925537109375,16.209869384765625,241.65646362304688,47.75376892089844,61.973846435546875
2018-10-31 00:00:00-04:00,52.545745849609375,64.36995697021484,148.68179321289062,63.076934814453125,168.52357482910156,75.79813385009766,164.71478271484375,83.7086181640625,733.469970703125,343.2313232421875,1874.5799560546875,36.500579833984375,109.08573150634766,132.7467041015625,120.91021728515625,60.27192306518555,214.7843017578125,40.196346282958984,21.68172836303711,64.26002502441406,91.41657257080078,59.529266357421875,112.57040405273438,258.0888977050781,68.76629638671875,27.212474822998047,88.0953369140625,49.20000076293945,155.29757690429688,57.38301086425781,34.0955924987793,128.39324951171875,53.338584899902344,198.7191162109375,132.1600799560547,41.07835388183594,19.307884216308594,124.28910064697266,100.19808197021484,161.7350616455078,101.6310806274414,301.7799987792969,52.26011276245117,40.404170989990234,98.89689636230469,34.686195373535156,16.32158660888672,244.52890014648438,46.859092712402344,62.68184280395508
2018-11-01 00:00:00-04:00,53.352439880371094,65.49974060058594,149.58734130859375,62.741615295410156,168.61972045898438,76.42977905273438,167.92576599121094,83.58269500732422,745.8699951171875,351.17230224609375,1896.0899658203125,38.010257720947266,112.1248779296875,137.46820068359375,125.7752685546875,59.99599075317383,215.69554138183594,40.10847854614258,21.911575317382812,66.05316925048828,91.02354431152344,58.620731353759766,113.8154067993164,255.4580535888672,67.95903778076172,27.671798706054688,89.3915786743164,50.49333190917969,160.53475952148438,59.17570114135742,33.9837760925293,130.47019958496094,53.74745559692383,203.72164916992188,131.82241821289062,42.252525329589844,19.349571228027344,125.0260238647461,99.66214752197266,163.4012451171875,100.78426361083984,317.3800048828125,54.06467819213867,41.031105041503906,98.13127899169922,35.17755889892578,16.220504760742188,244.13595581054688,46.005470275878906,63.46064376831055
2018-11-02 00:00:00-04:00,49.81353759765625,65.53710174560547,148.46481323242188,62.500858306884766,163.51483154296875,78.42342376708984,167.22816467285156,82.86324310302734,760.489990234375,346.02667236328125,1875.010009765625,37.39896774291992,113.10496520996094,137.88845825195312,125.45684814453125,58.49566650390625,216.22161865234375,39.9591178894043,21.782487869262695,64.88140869140625,93.93838500976562,58.253990173339844,112.91352081298828,254.73785400390625,68.73300170898438,27.999887466430664,85.5948257446289,50.93000030517578,159.25694274902344,58.443477630615234,33.573768615722656,129.2682647705078,52.36287307739258,200.5473175048828,132.76239013671875,41.27988815307617,19.00776481628418,124.90172576904297,98.63652038574219,163.90277099609375,101.01261138916016,309.1000061035156,53.273948669433594,40.90945816040039,97.83207702636719,34.58146286010742,16.236465454101562,244.2107391357422,46.48153305053711,64.46757507324219
2018-11-05 00:00:00-05:00,48.399417877197266,65.72383880615234,149.60623168945312,63.19733428955078,166.01483154296875,75.10724639892578,165.19264221191406,83.89747619628906,766.3499755859375,350.1180725097656,1871.1199951171875,36.47279357910156,113.66246032714844,140.35653686523438,127.22596740722656,59.521759033203125,220.25181579589844,40.538997650146484,21.754148483276367,65.41403198242188,97.38545989990234,58.53738021850586,113.1781997680664,249.89857482910156,69.55691528320312,27.784284591674805,88.93999481201172,49.91666793823242,160.14784240722656,58.56129455566406,33.77877426147461,130.15286254882812,54.490840911865234,205.8045196533203,134.31378173828125,42.03346633911133,19.28287696838379,126.25125122070312,101.76885986328125,164.2767791748047,102.29714965820312,315.44000244140625,52.493125915527344,40.53517532348633,100.66572570800781,35.05673599243164,16.294984817504883,244.2107391357422,46.95759963989258,64.22370910644531
2018-11-06 00:00:00-05:00,48.92280960083008,66.25603485107422,150.37974548339844,64.01416015625,166.74034118652344,75.37373352050781,169.5599365234375,85.8489990234375,781.02001953125,354.4609069824219,1949.4599609375,37.02849578857422,116.2879867553711,141.3759002685547,128.35821533203125,59.92700958251953,222.37496948242188,40.85530471801758,22.157176971435547,69.1512222290039,97.35270690917969,58.90411376953125,114.41341400146484,253.067138671875,70.18106842041016,28.074878692626953,89.75955963134766,50.90999984741211,163.95423889160156,59.20936584472656,33.974456787109375,130.03753662109375,54.50942611694336,207.37803649902344,135.4727783203125,41.663116455078125,19.541318893432617,126.57975769042969,97.85113525390625,166.01947021484375,102.49697875976562,310.8399963378906,52.31713104248047,40.376102447509766,101.38735961914062,34.64590835571289,16.470539093017578,246.5779266357422,46.95759963989258,64.4990463256836
2018-11-07 00:00:00-05:00,50.406551361083984,67.69396209716797,154.577392578125,64.59883880615234,172.74562072753906,77.3279037475586,169.5503692626953,86.96415710449219,790.5,359.82904052734375,1998.1700439453125,37.25077819824219,121.47612762451172,141.88563537597656,129.7912139892578,60.384002685546875,225.81329345703125,42.085357666015625,22.768016815185547,69.92350006103516,98.96569061279297,59.32921600341797,114.74671936035156,260.6623229980469,70.48898315429688,27.99050521850586,91.28164672851562,52.619998931884766,166.5008544921875,61.00205993652344,34.36582565307617,136.200927734375,56.572349548339844,212.9081268310547,137.0697784423828,42.95930480957031,19.799753189086914,128.5152587890625,101.38078308105469,171.11141967773438,106.53140258789062,327.5,52.993839263916016,41.67674255371094,101.73934936523438,35.76560592651367,16.54502296447754,256.9541931152344,47.31874084472656,65.31718444824219
2018-11-08 00:00:00-05:00,50.230682373046875,68.12347412109375,155.17166137695312,64.34723663330078,171.3470001220703,76.66664123535156,167.22816467285156,86.19075012207031,798.9400024414062,360.2760314941406,1977.6099853515625,37.17668151855469,118.14024353027344,141.05397033691406,129.36660766601562,57.69377517700195,224.7774658203125,42.5598030090332,22.566503524780273,71.05976104736328,97.72933197021484,59.3625602722168,113.7173843383789,262.275390625,70.18106842041016,27.97176742553711,87.685546875,52.383331298828125,166.077880859375,60.4970703125,34.076961517333984,136.1817169189453,55.03909683227539,200.15621948242188,137.38917541503906,43.1973876953125,19.94147491455078,129.0035858154297,101.73189544677734,173.47462463378906,106.33158874511719,317.9200134277344,51.06039810180664,41.79838562011719,102.1353759765625,35.59514236450195,16.513103485107422,258.84417724609375,47.82763671875,64.27879333496094
2018-11-09 00:00:00-05:00,49.26215744018555,67.96472930908203,155.7847900390625,65.34495544433594,168.84701538085938,74.6335220336914,167.71554565429688,86.95513916015625,793.8699951171875,358.886474609375,1937.6400146484375,35.92634963989258,114.11202239990234,141.97506713867188,126.55371856689453,57.5385627746582,223.87347412109375,41.391258239746094,22.24848747253418,70.86446380615234,97.85215759277344,60.221065521240234,115.67802429199219,263.4276123046875,71.22134399414062,27.7749080657959,88.23751068115234,51.060001373291016,166.02392578125,59.907936096191406,33.266265869140625,138.4124298095703,54.96475601196289,203.42149353027344,137.17930603027344,42.421443939208984,19.87478256225586,129.03909301757812,103.68155670166016,170.9498748779297,104.25727081298828,303.4700012207031,50.98106384277344,42.05103302001953,103.3849868774414,35.94417953491211,16.326904296875,258.7506408691406,47.98358917236328,64.26288604736328
